文件,节点类型,键,值,desc文本,行号,命名空间
objects.svg,rect,auto_decoration_texture,ground_decoration.png,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,auto_decoration_texture_atlas_cell,0 0 2 2,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,auto_decoration_texture_atlas_cell,1 0 2 2,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,auto_decoration_multiplier,4,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,auto_decoration_size,0.5,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,auto_decoration_density,0.6,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,outline,1,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,outline_color,fill,"index = 2; texture = grass.png; alpha = terrain5_alpha_grass.png; scale = 0.01 0.01; auto_decoration_texture = ground_decoration.png; auto_decoration_texture_atlas_cell = 0 0 2 2; auto_decoration_texture_atlas_cell = 1 0 2 2; auto_decoration_multiplier = 4; auto_decoration_size = 0.5; auto_decoration_density = 0.6; outline = 1; outline_color = fill;",,
objects.svg,rect,index,3,"index = 3; texture = asphalt.png; alpha = terrain5_alpha_asphalt.png; scale = 0.02 0.02; outline = 1;",,
objects.svg,rect,texture,asphalt.png,"index = 3; texture = asphalt.png; alpha = terrain5_alpha_asphalt.png; scale = 0.02 0.02; outline = 1;",,
objects.svg,rect,alpha,terrain5_alpha_asphalt.png,"index = 3; texture = asphalt.png; alpha = terrain5_alpha_asphalt.png; scale = 0.02 0.02; outline = 1;",,
objects.svg,rect,scale,0.02 0.02,"index = 3; texture = asphalt.png; alpha = terrain5_alpha_asphalt.png; scale = 0.02 0.02; outline = 1;",,
objects.svg,rect,outline,1,"index = 3; texture = asphalt.png; alpha = terrain5_alpha_asphalt.png; scale = 0.02 0.02; outline = 1;",,
objects.svg,rect,index,0,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_sound,18,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_sound,19,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_sound,20,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_sound,21,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_sound,22,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_sound_volume,0.14,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,friction,0.19,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,color,fill,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,step_dust_size,0.4,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,tag,dirt,"index = 0; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.19; color = fill; step_dust_size = 0.4; tag = dirt;",,
objects.svg,rect,index,1,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_sound,18,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_sound,19,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_sound,20,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_sound,21,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_sound,22,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_sound_volume,0.14,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,friction,0.15,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,drag,0.15,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,color,fill,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,step_dust_size,0.8,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,tag,dirt,"index = 1; step_sound = 18; step_sound = 19; step_sound = 20; step_sound = 21; step_sound = 22; step_sound_volume = 0.14; friction = 0.15; drag = 0.15; color = fill; step_dust_size = 0.8; tag = dirt;",,
objects.svg,rect,index,2,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,step_sound,29,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,step_sound,30,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,step_sound,31,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,step_sound,32,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,step_sound,33,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,step_sound_volume,0.14,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,friction,0.15,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,color,0.23 0.26 0.23,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,tag,dirt,"index = 2; step_sound = 29; step_sound = 30; step_sound = 31; step_sound = 32; step_sound = 33; step_sound_volume = 0.14; friction = 0.15; color = 0.23 0.26 0.23; tag = dirt;",,
objects.svg,rect,index,3,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,step_sound,23,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,step_sound,24,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,step_sound,25,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,step_sound,26,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,step_sound,27,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,step_sound_volume,0.256,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,friction,0.25,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,color,0.32 0.32 0.32,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,tag,road,"index = 3; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.256; friction = 0.25; color = 0.32 0.32 0.32; tag = road;",,
objects.svg,rect,index,4,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,step_sound,23,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,step_sound,24,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,step_sound,25,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,step_sound,26,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,step_sound,27,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,step_sound_volume,0.245,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,friction,0.3,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,color,0.23 0.23 0.23,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,tag,road,"index = 4; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.3; color = 0.23 0.23 0.23; tag = road;",,
objects.svg,rect,index,5,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,step_sound,23,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,step_sound,24,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,step_sound,25,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,step_sound,26,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,step_sound,27,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,step_sound_volume,0.245,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,friction,0.2,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,color,0.32 0.32 0.32,"index = 5; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.2; color = 0.32 0.32 0.32;",,
objects.svg,rect,index,4,"index = 4; texture = road.png; alpha = terrain5_alpha_road.png; scale = 0.01 0.01; outline = 1;",,
objects.svg,rect,texture,road.png,"index = 4; texture = road.png; alpha = terrain5_alpha_road.png; scale = 0.01 0.01; outline = 1;",,
objects.svg,rect,alpha,terrain5_alpha_road.png,"index = 4; texture = road.png; alpha = terrain5_alpha_road.png; scale = 0.01 0.01; outline = 1;",,
objects.svg,rect,scale,0.01 0.01,"index = 4; texture = road.png; alpha = terrain5_alpha_road.png; scale = 0.01 0.01; outline = 1;",,
objects.svg,rect,outline,1,"index = 4; texture = road.png; alpha = terrain5_alpha_road.png; scale = 0.01 0.01; outline = 1;",,
objects.svg,rect,index,6,"index = 6; step_sound = 23; step_sound = 24; step_sound = 25; step_sound = 26; step_sound = 27; step_sound_volume = 0.245; friction = 0.18; color = 0.14 0.14 0.14;",,
